Name,Type,Total,Bank,Radio,Television,ComputerInternet,ComputerNoInternet,Landline,Mobile,Both,Bicycle,Scooter,Car
District - Korba,Total," 277,071 "," 124,617 "," 23,166 "," 95,963 "," 4,544 "," 13,460 "," 4,118 "," 80,152 "," 6,042 "," 162,148 "," 55,579 "," 8,677 "
District - Korba,Rural," 180,798 "," 65,216 "," 14,815 "," 29,423 ", 304 ," 3,670 "," 1,320 "," 24,895 "," 1,453 "," 95,605 "," 14,369 ", 945 
District - Korba,Urban," 96,273 "," 59,401 "," 8,351 "," 66,540 "," 4,240 "," 9,790 "," 2,798 "," 55,257 "," 4,589 "," 66,543 "," 41,210 "," 7,732 "
District - Janjgir-champa,Total," 377,496 "," 112,668 "," 24,557 "," 126,788 "," 1,706 "," 9,127 "," 4,361 "," 102,814 "," 2,733 "," 225,754 "," 42,565 "," 3,976 "
District - Janjgir-champa,Rural," 330,103 "," 90,170 "," 19,856 "," 98,301 ", 763 ," 6,099 "," 3,276 "," 79,327 "," 1,737 "," 197,269 "," 30,242 "," 2,210 "
District - Janjgir-champa,Urban," 47,393 "," 22,498 "," 4,701 "," 28,487 ", 943 ," 3,028 "," 1,085 "," 23,487 ", 996 ," 28,485 "," 12,323 "," 1,766 "
District - Bilaspur,Total," 615,895 "," 258,228 "," 92,443 "," 193,337 "," 8,566 "," 22,326 "," 9,398 "," 157,089 "," 10,847 "," 345,789 "," 84,851 "," 13,137 "
District - Bilaspur,Rural," 475,742 "," 178,308 "," 56,977 "," 97,580 "," 1,160 "," 8,926 "," 4,345 "," 80,500 "," 2,749 "," 261,573 "," 30,409 "," 2,526 "
District - Bilaspur,Urban," 140,153 "," 79,920 "," 35,466 "," 95,757 "," 7,406 "," 13,400 "," 5,053 "," 76,589 "," 8,098 "," 84,216 "," 54,442 "," 10,611 "
District - Kabeerdham,Total," 176,758 "," 116,896 "," 14,622 "," 36,347 ", 682 ," 2,280 "," 1,367 "," 39,929 ", 995 ," 96,973 "," 17,444 "," 1,496 "
District - Kabeerdham,Rural," 158,483 "," 108,950 "," 12,761 "," 27,026 ", 426 ," 1,242 "," 1,071 "," 31,255 ", 620 ," 87,304 "," 12,801 ", 808 
District - Kabeerdham,Urban," 18,275 "," 7,946 "," 1,861 "," 9,321 ", 256 ," 1,038 ", 296 ," 8,674 ", 375 ," 9,669 "," 4,643 ", 688 
District - Rajnandgaon,Total," 315,535 "," 218,280 "," 32,445 "," 106,198 "," 2,111 "," 9,679 "," 7,304 "," 87,442 "," 7,307 "," 225,710 "," 44,532 "," 4,613 "
District - Rajnandgaon,Rural," 256,900 "," 183,278 "," 26,922 "," 68,717 ", 559 ," 5,156 "," 5,455 "," 58,916 "," 3,640 "," 188,589 "," 26,184 "," 1,823 "
District - Rajnandgaon,Urban," 58,635 "," 35,002 "," 5,523 "," 37,481 "," 1,552 "," 4,523 "," 1,849 "," 28,526 "," 3,667 "," 37,121 "," 18,348 "," 2,790 "
District - Durg,Total," 693,001 "," 394,392 "," 89,110 "," 343,369 "," 16,141 "," 35,148 "," 16,940 "," 271,429 "," 27,295 "," 489,008 "," 177,048 "," 28,840 "
District - Durg,Rural," 422,563 "," 225,198 "," 41,054 "," 146,998 "," 1,021 "," 7,594 "," 6,124 "," 119,279 "," 4,825 "," 295,453 "," 60,219 "," 4,159 "
District - Durg,Urban," 270,438 "," 169,194 "," 48,056 "," 196,371 "," 15,120 "," 27,554 "," 10,816 "," 152,150 "," 22,470 "," 193,555 "," 116,829 "," 24,681 "
District - Raipur,Total," 861,067 "," 411,000 "," 114,738 "," 378,113 "," 20,261 "," 39,262 "," 18,806 "," 295,646 "," 25,785 "," 549,069 "," 177,517 "," 30,572 "
District - Raipur,Rural," 561,916 "," 253,904 "," 51,242 "," 164,911 "," 1,793 "," 10,801 "," 6,406 "," 132,493 "," 4,526 "," 363,886 "," 63,119 "," 4,665 "
District - Raipur,Urban," 299,151 "," 157,096 "," 63,496 "," 213,202 "," 18,468 "," 28,461 "," 12,400 "," 163,153 "," 21,259 "," 185,183 "," 114,398 "," 25,907 "
District - Mahasamund,Total," 256,504 "," 136,505 "," 13,649 "," 68,012 ", 961 ," 4,653 "," 2,205 "," 61,420 "," 1,915 "," 175,231 "," 31,472 "," 3,546 "
District - Mahasamund,Rural," 230,027 "," 124,166 "," 11,469 "," 52,842 ", 449 ," 2,649 "," 1,650 "," 48,345 "," 1,201 "," 159,325 "," 23,472 "," 2,040 "
District - Mahasamund,Urban," 26,477 "," 12,339 "," 2,180 "," 15,170 ", 512 ," 2,004 ", 555 ," 13,075 ", 714 ," 15,906 "," 8,000 "," 1,506 "
District - Dhamtari,Total," 168,278 "," 92,583 "," 14,229 "," 67,737 "," 1,016 "," 3,788 "," 2,391 "," 50,012 "," 3,257 "," 119,931 "," 30,621 "," 3,069 "
District - Dhamtari,Rural," 136,570 "," 76,954 "," 11,716 "," 48,492 ", 272 ," 1,896 "," 1,728 "," 35,159 "," 1,756 "," 100,360 "," 20,891 "," 1,303 "
District - Dhamtari,Urban," 31,708 "," 15,629 "," 2,513 "," 19,245 ", 744 ," 1,892 ", 663 ," 14,853 "," 1,501 "," 19,571 "," 9,730 "," 1,766 "
District - Uttar Bastar Kanker,Total," 158,184 "," 78,544 "," 16,404 "," 37,017 ", 579 ," 3,505 "," 1,642 "," 32,294 "," 2,129 "," 111,429 "," 19,503 "," 1,932 "
District - Uttar Bastar Kanker,Rural," 141,247 "," 68,180 "," 15,041 "," 26,553 ", 198 ," 2,538 "," 1,321 "," 22,957 "," 1,267 "," 101,854 "," 13,203 "," 1,057 "
District - Uttar Bastar Kanker,Urban," 16,937 "," 10,364 "," 1,363 "," 10,464 ", 381 , 967 , 321 ," 9,337 ", 862 ," 9,575 "," 6,300 ", 875 
District - Bastar,Total," 306,807 "," 123,955 "," 37,956 "," 50,155 "," 1,782 "," 7,260 "," 2,574 "," 51,885 "," 4,160 "," 192,012 "," 32,802 "," 4,227 "
District - Bastar,Rural," 265,210 "," 98,896 "," 33,345 "," 24,137 ", 451 ," 3,997 "," 1,504 "," 30,221 "," 1,377 "," 167,719 "," 16,956 "," 1,358 "
District - Bastar,Urban," 41,597 "," 25,059 "," 4,611 "," 26,018 "," 1,331 "," 3,263 "," 1,070 "," 21,664 "," 2,783 "," 24,293 "," 15,846 "," 2,869 "
District - Narayanpur,Total," 26,953 "," 6,889 "," 4,074 "," 4,126 ", 86 , 503 , 180 ," 3,612 ", 277 ," 14,813 "," 1,976 ", 196 
District - Narayanpur,Rural," 22,516 "," 4,278 "," 3,763 "," 1,570 ", 22 , 333 , 88 ," 1,232 ", 67 ," 11,589 ", 747 , 42 
District - Narayanpur,Urban," 4,437 "," 2,611 ", 311 ," 2,556 ", 64 , 170 , 92 ," 2,380 ", 210 ," 3,224 "," 1,229 ", 154 
District - Dakshin Bastar Dantewada,Total," 114,067 "," 35,953 "," 10,364 "," 16,799 ", 955 ," 2,924 ", 930 ," 18,214 "," 2,462 "," 32,802 "," 10,771 "," 1,827 "
District - Dakshin Bastar Dantewada,Rural," 92,379 "," 21,854 "," 8,453 "," 4,506 ", 150 ," 1,468 ", 372 ," 7,010 ", 513 ," 25,919 "," 3,373 ", 401 
District - Dakshin Bastar Dantewada,Urban," 21,688 "," 14,099 "," 1,911 "," 12,293 ", 805 ," 1,456 ", 558 ," 11,204 "," 1,949 "," 6,883 "," 7,398 "," 1,426 "
District - Bijapur,Total," 50,402 "," 12,504 "," 6,766 "," 4,215 ", 117 ," 1,345 ", 513 ," 4,019 ", 501 ," 16,830 "," 2,625 ", 305 
District - Bijapur,Rural," 44,544 "," 9,015 "," 6,135 "," 2,083 ", 53 ," 1,061 ", 405 ," 1,651 ", 280 ," 14,704 "," 1,419 ", 140 
District - Bijapur,Urban," 5,858 "," 3,489 ", 631 ," 2,132 ", 64 , 284 , 108 ," 2,368 ", 221 ," 2,126 "," 1,206 ", 165 
District - Sheopur,Total," 144,748 "," 60,016 "," 12,553 "," 29,266 ", 273 ," 5,120 "," 1,471 "," 54,563 "," 1,332 "," 32,178 "," 17,878 "," 1,634 "
District - Sheopur,Rural," 124,647 "," 48,898 "," 11,495 "," 17,095 ", 78 ," 4,391 "," 1,120 "," 41,299 ", 762 ," 27,187 "," 12,861 "," 1,151 "
District - Sheopur,Urban," 20,101 "," 11,118 "," 1,058 "," 12,171 ", 195 , 729 , 351 ," 13,264 ", 570 ," 4,991 "," 5,017 ", 483 
District - Morena,Total," 362,309 "," 128,607 "," 38,502 "," 89,156 "," 1,781 "," 18,391 "," 6,371 "," 185,231 "," 4,355 "," 172,169 "," 48,525 "," 5,829 "
District - Morena,Rural," 286,015 "," 80,499 "," 30,725 "," 39,322 ", 460 ," 13,481 "," 3,840 "," 133,324 "," 1,922 "," 131,719 "," 28,432 "," 3,158 "
District - Morena,Urban," 76,294 "," 48,108 "," 7,777 "," 49,834 "," 1,321 "," 4,910 "," 2,531 "," 51,907 "," 2,433 "," 40,450 "," 20,093 "," 2,671 "
District - Bhind,Total," 298,256 "," 102,502 "," 44,068 "," 75,539 "," 1,166 "," 13,202 "," 5,223 "," 169,384 "," 2,561 "," 165,675 "," 46,137 "," 4,463 "
District - Bhind,Rural," 227,645 "," 61,175 "," 36,004 "," 35,005 ", 370 ," 9,729 "," 3,171 "," 121,173 "," 1,352 "," 121,818 "," 28,445 "," 2,547 "
District - Bhind,Urban," 70,611 "," 41,327 "," 8,064 "," 40,534 ", 796 ," 3,473 "," 2,052 "," 48,211 "," 1,209 "," 43,857 "," 17,692 "," 1,916 "
District - Gwalior,Total," 369,505 "," 203,748 "," 55,302 "," 232,840 "," 15,779 "," 30,675 "," 15,878 "," 212,669 "," 24,616 "," 194,763 "," 126,189 "," 21,313 "
District - Gwalior,Rural," 144,130 "," 48,402 "," 15,576 "," 47,126 ", 419 ," 6,064 "," 2,538 "," 71,971 "," 1,413 "," 66,947 "," 24,949 "," 2,716 "
District - Gwalior,Urban," 225,375 "," 155,346 "," 39,726 "," 185,714 "," 15,360 "," 24,611 "," 13,340 "," 140,698 "," 23,203 "," 127,816 "," 101,240 "," 18,597 "
District - Datia,Total," 159,536 "," 66,718 "," 22,895 "," 55,966 ", 616 ," 4,635 "," 2,856 "," 83,971 "," 2,229 "," 65,191 "," 25,575 "," 2,897 "
District - Datia,Rural," 126,467 "," 46,400 "," 18,228 "," 33,703 ", 194 ," 3,159 "," 2,054 "," 61,566 "," 1,138 "," 49,456 "," 16,251 "," 1,779 "
District - Datia,Urban," 33,069 "," 20,318 "," 4,667 "," 22,263 ", 422 ," 1,476 ", 802 ," 22,405 "," 1,091 "," 15,735 "," 9,324 "," 1,118 "
District - Shivpuri,Total," 356,362 "," 132,553 "," 44,377 "," 71,501 "," 1,852 "," 13,452 "," 4,610 "," 138,219 "," 5,680 "," 125,237 "," 48,952 "," 5,417 "
District - Shivpuri,Rural," 303,041 "," 101,103 "," 37,253 "," 35,656 ", 371 ," 9,729 "," 2,837 "," 106,192 "," 2,365 "," 99,655 "," 30,784 "," 2,874 "
District - Shivpuri,Urban," 53,321 "," 31,450 "," 7,124 "," 35,845 "," 1,481 "," 3,723 "," 1,773 "," 32,027 "," 3,315 "," 25,582 "," 18,168 "," 2,543 "
District - Tikamgarh,Total," 299,214 "," 111,712 "," 51,019 "," 62,828 "," 1,090 "," 9,809 "," 3,932 "," 133,356 "," 2,830 "," 153,933 "," 35,388 "," 4,139 "
District - Tikamgarh,Rural," 253,752 "," 84,811 "," 44,418 "," 38,422 ", 387 ," 7,098 "," 2,617 "," 104,824 "," 1,597 "," 128,397 "," 23,404 "," 2,535 "
District - Tikamgarh,Urban," 45,462 "," 26,901 "," 6,601 "," 24,406 ", 703 ," 2,711 "," 1,315 "," 28,532 "," 1,233 "," 25,536 "," 11,984 "," 1,604 "
District - Chhatarpur,Total," 370,885 "," 156,073 "," 65,630 "," 82,967 "," 1,880 "," 13,687 "," 5,312 "," 169,223 "," 5,528 "," 197,839 "," 48,339 "," 6,206 "
District - Chhatarpur,Rural," 299,608 "," 111,099 "," 53,986 "," 40,396 ", 334 ," 8,252 "," 3,103 "," 123,359 "," 1,891 "," 150,884 "," 25,931 "," 2,540 "
District - Chhatarpur,Urban," 71,277 "," 44,974 "," 11,644 "," 42,571 "," 1,546 "," 5,435 "," 2,209 "," 45,864 "," 3,637 "," 46,955 "," 22,408 "," 3,666 "
District - Panna,Total," 233,654 "," 104,073 "," 42,939 "," 30,800 ", 653 ," 7,848 "," 2,542 "," 78,395 "," 2,054 "," 96,258 "," 18,488 "," 2,219 "
District - Panna,Rural," 209,035 "," 89,013 "," 38,777 "," 17,492 ", 228 ," 6,229 "," 1,589 "," 63,853 "," 1,079 "," 82,127 "," 12,325 "," 1,243 "
District - Panna,Urban," 24,619 "," 15,060 "," 4,162 "," 13,308 ", 425 ," 1,619 ", 953 ," 14,542 ", 975 ," 14,131 "," 6,163 ", 976 
District - Sagar,Total," 509,355 "," 196,816 "," 81,461 "," 160,622 "," 4,546 "," 20,265 "," 10,491 "," 191,397 "," 11,125 "," 174,324 "," 71,201 "," 11,291 "
District - Sagar,Rural," 376,804 "," 117,431 "," 59,713 "," 74,419 ", 732 ," 9,854 "," 5,275 "," 114,854 "," 2,702 "," 117,191 "," 32,363 "," 4,445 "
District - Sagar,Urban," 132,551 "," 79,385 "," 21,748 "," 86,203 "," 3,814 "," 10,411 "," 5,216 "," 76,543 "," 8,423 "," 57,133 "," 38,838 "," 6,846 "
District - Damoh,Total," 301,115 "," 91,702 "," 45,871 "," 66,044 "," 1,432 "," 9,072 "," 5,284 "," 95,511 "," 3,985 "," 116,361 "," 28,333 "," 3,031 "
District - Damoh,Rural," 250,346 "," 64,177 "," 39,567 "," 35,098 ", 524 ," 6,174 "," 3,384 "," 67,871 "," 1,673 "," 86,040 "," 15,508 "," 1,509 "
District - Damoh,Urban," 50,769 "," 27,525 "," 6,304 "," 30,946 ", 908 ," 2,898 "," 1,900 "," 27,640 "," 2,312 "," 30,321 "," 12,825 "," 1,522 "
District - Satna,Total," 478,753 "," 256,340 "," 79,228 "," 117,176 "," 3,754 "," 18,997 "," 10,002 "," 190,089 "," 11,987 "," 251,079 "," 64,484 "," 9,401 "
District - Satna,Rural," 390,426 "," 195,705 "," 68,227 "," 62,169 "," 1,009 "," 11,662 "," 6,619 "," 138,602 "," 4,611 "," 199,454 "," 35,528 "," 4,397 "
District - Satna,Urban," 88,327 "," 60,635 "," 11,001 "," 55,007 "," 2,745 "," 7,335 "," 3,383 "," 51,487 "," 7,376 "," 51,625 "," 28,956 "," 5,004 "
District - Rewa,Total," 540,373 "," 230,119 "," 129,005 "," 109,351 "," 3,406 "," 27,788 "," 14,929 "," 212,466 "," 10,542 "," 302,445 "," 67,856 "," 11,833 "
District - Rewa,Rural," 467,403 "," 180,811 "," 113,311 "," 68,532 ", 915 ," 21,267 "," 11,187 "," 170,901 "," 6,204 "," 258,726 "," 43,907 "," 6,385 "
District - Rewa,Urban," 72,970 "," 49,308 "," 15,694 "," 40,819 "," 2,491 "," 6,521 "," 3,742 "," 41,565 "," 4,338 "," 43,719 "," 23,949 "," 5,448 "
District - Umaria,Total," 144,429 "," 89,029 "," 26,128 "," 22,502 ", 839 ," 5,521 "," 1,987 "," 35,134 "," 2,139 "," 66,004 "," 14,918 "," 1,873 "
District - Umaria,Rural," 121,448 "," 73,829 "," 22,793 "," 9,360 ", 208 ," 4,123 "," 1,241 "," 22,325 ", 828 ," 53,290 "," 6,941 ", 883 
District - Umaria,Urban," 22,981 "," 15,200 "," 3,335 "," 13,142 ", 631 ," 1,398 ", 746 ," 12,809 "," 1,311 "," 12,714 "," 7,977 ", 990 
District - Neemuch,Total," 175,666 "," 74,213 "," 16,426 "," 73,279 "," 1,945 "," 6,397 "," 6,579 "," 87,978 "," 10,771 "," 84,293 "," 47,549 "," 4,498 "
District - Neemuch,Rural," 129,968 "," 47,211 "," 11,855 "," 39,806 ", 510 ," 3,017 "," 4,035 "," 60,743 "," 5,227 "," 59,782 "," 29,201 "," 1,674 "
District - Neemuch,Urban," 45,698 "," 27,002 "," 4,571 "," 33,473 "," 1,435 "," 3,380 "," 2,544 "," 27,235 "," 5,544 "," 24,511 "," 18,348 "," 2,824 "
District - Mandsaur,Total," 284,411 "," 110,811 "," 33,459 "," 109,904 "," 2,324 "," 10,183 "," 8,913 "," 145,378 "," 12,689 "," 123,272 "," 62,695 "," 5,435 "
District - Mandsaur,Rural," 229,006 "," 77,732 "," 28,056 "," 68,443 ", 661 ," 6,078 "," 6,781 "," 110,448 "," 6,660 "," 97,932 "," 42,483 "," 2,659 "
District - Mandsaur,Urban," 55,405 "," 33,079 "," 5,403 "," 41,461 "," 1,663 "," 4,105 "," 2,132 "," 34,930 "," 6,029 "," 25,340 "," 20,212 "," 2,776 "
District - Ratlam,Total," 293,116 "," 134,890 "," 26,769 "," 107,463 "," 3,644 "," 11,261 "," 6,917 "," 127,248 "," 12,153 "," 106,605 "," 67,819 "," 5,757 "
District - Ratlam,Rural," 211,063 "," 81,991 "," 18,340 "," 42,156 ", 391 ," 5,211 "," 3,197 "," 74,598 "," 3,602 "," 65,158 "," 31,857 "," 1,623 "
District - Ratlam,Urban," 82,053 "," 52,899 "," 8,429 "," 65,307 "," 3,253 "," 6,050 "," 3,720 "," 52,650 "," 8,551 "," 41,447 "," 35,962 "," 4,134 "
District - Ujjain,Total," 384,278 "," 184,415 "," 45,472 "," 181,659 "," 7,501 "," 20,232 "," 11,588 "," 214,879 "," 22,041 "," 163,671 "," 107,407 "," 12,167 "
District - Ujjain,Rural," 237,288 "," 89,554 "," 23,124 "," 66,899 ", 438 ," 6,829 "," 4,626 "," 123,344 "," 4,399 "," 83,737 "," 48,839 "," 3,080 "
District - Ujjain,Urban," 146,990 "," 94,861 "," 22,348 "," 114,760 "," 7,063 "," 13,403 "," 6,962 "," 91,535 "," 17,642 "," 79,934 "," 58,568 "," 9,087 "
District - Shajapur,Total," 298,266 "," 114,990 "," 32,266 "," 88,946 "," 1,382 "," 9,415 "," 6,996 "," 146,511 "," 7,213 "," 105,728 "," 49,847 "," 4,200 "
District - Shajapur,Rural," 243,638 "," 86,014 "," 26,544 "," 53,496 ", 351 ," 5,978 "," 5,029 "," 112,549 "," 3,242 "," 82,518 "," 34,397 "," 2,120 "
District - Shajapur,Urban," 54,628 "," 28,976 "," 5,722 "," 35,450 "," 1,031 "," 3,437 "," 1,967 "," 33,962 "," 3,971 "," 23,210 "," 15,450 "," 2,080 "
District - Dewas,Total," 304,742 "," 143,806 "," 35,470 "," 124,826 "," 3,518 "," 13,005 "," 8,237 "," 149,660 "," 10,372 "," 117,794 "," 77,281 "," 9,017 "
District - Dewas,Rural," 220,809 "," 92,568 "," 19,227 "," 63,299 ", 549 ," 6,270 "," 4,615 "," 96,714 "," 3,151 "," 69,769 "," 44,880 "," 3,784 "
District - Dewas,Urban," 83,933 "," 51,238 "," 16,243 "," 61,527 "," 2,969 "," 6,735 "," 3,622 "," 52,946 "," 7,221 "," 48,025 "," 32,401 "," 5,233 "
District - Dhar,Total," 419,813 "," 179,333 "," 31,650 "," 123,750 "," 2,388 "," 16,238 "," 7,096 "," 166,280 "," 10,365 "," 114,497 "," 85,477 "," 8,080 "
District - Dhar,Rural," 339,844 "," 133,187 "," 21,769 "," 69,967 ", 806 ," 11,350 "," 4,806 "," 112,501 "," 5,662 "," 87,362 "," 59,871 "," 4,446 "
District - Dhar,Urban," 79,969 "," 46,146 "," 9,881 "," 53,783 "," 1,582 "," 4,888 "," 2,290 "," 53,779 "," 4,703 "," 27,135 "," 25,606 "," 3,634 "
District - Indore,Total," 615,334 "," 380,531 "," 199,866 "," 464,337 "," 48,691 "," 62,787 "," 35,467 "," 382,419 "," 61,876 "," 318,881 "," 286,973 "," 64,865 "
District - Indore,Rural," 153,259 "," 71,907 "," 28,491 "," 76,851 "," 1,720 "," 7,354 "," 4,711 "," 88,084 "," 3,642 "," 68,382 "," 54,887 "," 6,839 "
District - Indore,Urban," 462,075 "," 308,624 "," 171,375 "," 387,486 "," 46,971 "," 55,433 "," 30,756 "," 294,335 "," 58,234 "," 250,499 "," 232,086 "," 58,026 "
District - West Nimar,Total," 366,578 "," 134,305 "," 27,569 "," 111,950 "," 2,162 "," 12,027 "," 6,188 "," 132,724 "," 7,977 "," 87,416 "," 67,290 "," 4,992 "
District - West Nimar,Rural," 309,603 "," 103,340 "," 21,523 "," 73,112 ", 777 ," 7,309 "," 4,309 "," 97,194 "," 4,188 "," 63,525 "," 46,188 "," 2,203 "
District - West Nimar,Urban," 56,975 "," 30,965 "," 6,046 "," 38,838 "," 1,385 "," 4,718 "," 1,879 "," 35,530 "," 3,789 "," 23,891 "," 21,102 "," 2,789 "
District - Barwani,Total," 243,061 "," 93,187 "," 18,097 "," 48,847 "," 1,158 "," 7,358 "," 3,163 "," 63,051 "," 3,955 "," 51,163 "," 31,152 "," 3,102 "
District - Barwani,Rural," 205,589 "," 73,198 "," 14,381 "," 24,430 ", 279 ," 4,797 "," 2,015 "," 40,798 "," 1,755 "," 38,692 "," 18,998 "," 1,315 "
District - Barwani,Urban," 37,472 "," 19,989 "," 3,716 "," 24,417 ", 879 ," 2,561 "," 1,148 "," 22,253 "," 2,200 "," 12,471 "," 12,154 "," 1,787 "
District - Rajgarh,Total," 341,848 "," 123,791 "," 32,273 "," 76,942 "," 1,611 "," 11,107 "," 8,243 "," 136,111 "," 5,656 "," 85,879 "," 46,026 "," 4,185 "
District - Rajgarh,Rural," 289,795 "," 95,287 "," 26,750 "," 45,074 ", 671 ," 8,230 "," 6,264 "," 102,712 "," 3,052 "," 70,658 "," 32,697 "," 2,233 "
District - Rajgarh,Urban," 52,053 "," 28,504 "," 5,523 "," 31,868 ", 940 ," 2,877 "," 1,979 "," 33,399 "," 2,604 "," 15,221 "," 13,329 "," 1,952 "
District - Vidisha,Total," 297,419 "," 111,331 "," 31,152 "," 96,565 "," 1,926 "," 10,962 "," 4,770 "," 139,131 "," 6,742 "," 70,884 "," 55,126 "," 5,682 "
District - Vidisha,Rural," 231,876 "," 75,437 "," 25,694 "," 54,554 ", 293 ," 6,057 "," 2,728 "," 99,879 "," 2,091 "," 47,390 "," 34,468 "," 2,994 "
District - Vidisha,Urban," 65,543 "," 35,894 "," 5,458 "," 42,011 "," 1,633 "," 4,905 "," 2,042 "," 39,252 "," 4,651 "," 23,494 "," 20,658 "," 2,688 "
District - Bhopal,Total," 487,750 "," 301,988 "," 128,211 "," 339,750 "," 40,788 "," 53,941 "," 26,655 "," 281,718 "," 45,536 "," 159,808 "," 213,130 "," 60,383 "
District - Bhopal,Rural," 91,084 "," 33,212 "," 11,741 "," 33,899 ", 626 ," 3,052 "," 3,129 "," 38,591 "," 1,820 "," 23,515 "," 21,738 "," 2,770 "
District - Bhopal,Urban," 396,666 "," 268,776 "," 116,470 "," 305,851 "," 40,162 "," 50,889 "," 23,526 "," 243,127 "," 43,716 "," 136,293 "," 191,392 "," 57,613 "
District - Sehore,Total," 251,586 "," 131,887 "," 24,647 "," 100,011 "," 1,566 "," 9,600 "," 14,285 "," 119,776 "," 7,295 "," 82,644 "," 60,435 "," 6,041 "
District - Sehore,Rural," 206,935 "," 102,644 "," 19,165 "," 68,315 ", 567 ," 6,932 "," 11,675 "," 89,950 "," 5,321 "," 61,398 "," 43,789 "," 3,634 "
District - Sehore,Urban," 44,651 "," 29,243 "," 5,482 "," 31,696 ", 999 ," 2,668 "," 2,610 "," 29,826 "," 1,974 "," 21,246 "," 16,646 "," 2,407 "
District - Raisen,Total," 274,210 "," 96,515 "," 30,270 "," 87,258 "," 1,141 "," 8,790 "," 3,639 "," 126,533 "," 3,143 "," 64,233 "," 48,130 "," 6,017 "
District - Raisen,Rural," 214,616 "," 63,337 "," 21,707 "," 52,850 ", 353 ," 5,746 "," 2,510 "," 87,640 "," 1,703 "," 46,186 "," 32,411 "," 3,317 "
District - Raisen,Urban," 59,594 "," 33,178 "," 8,563 "," 34,408 ", 788 ," 3,044 "," 1,129 "," 38,893 "," 1,440 "," 18,047 "," 15,719 "," 2,700 "
District - Betul,Total," 327,074 "," 202,719 "," 40,590 "," 94,586 "," 2,109 "," 11,646 "," 11,017 "," 98,857 "," 11,232 "," 114,524 "," 59,230 "," 5,740 "
District - Betul,Rural," 260,878 "," 155,897 "," 29,456 "," 47,559 ", 569 ," 6,698 "," 8,357 "," 59,525 "," 5,281 "," 81,523 "," 31,277 "," 2,272 "
District - Betul,Urban," 66,196 "," 46,822 "," 11,134 "," 47,027 "," 1,540 "," 4,948 "," 2,660 "," 39,332 "," 5,951 "," 33,001 "," 27,953 "," 3,468 "
District - Harda,Total," 110,981 "," 50,040 "," 6,664 "," 45,661 ", 986 ," 4,390 "," 2,312 "," 58,528 "," 2,775 "," 29,025 "," 30,952 "," 3,556 "
District - Harda,Rural," 88,422 "," 35,472 "," 5,259 "," 29,191 ", 414 ," 2,380 "," 1,527 "," 42,842 "," 1,286 "," 18,881 "," 22,099 "," 2,322 "
District - Harda,Urban," 22,559 "," 14,568 "," 1,405 "," 16,470 ", 572 ," 2,010 ", 785 ," 15,686 "," 1,489 "," 10,144 "," 8,853 "," 1,234 "
District - Hoshangabad,Total," 252,562 "," 125,993 "," 22,634 "," 112,371 "," 2,871 "," 11,585 "," 5,440 "," 125,466 "," 7,611 "," 106,654 "," 67,460 "," 7,335 "
District - Hoshangabad,Rural," 174,226 "," 72,291 "," 14,498 "," 54,251 ", 520 ," 4,465 "," 3,033 "," 74,176 "," 2,078 "," 67,528 "," 35,893 "," 3,018 "
District - Hoshangabad,Urban," 78,336 "," 53,702 "," 8,136 "," 58,120 "," 2,351 "," 7,120 "," 2,407 "," 51,290 "," 5,533 "," 39,126 "," 31,567 "," 4,317 "
District - Katni,Total," 289,026 "," 145,653 "," 35,724 "," 76,207 "," 2,179 "," 10,915 "," 4,570 "," 91,302 "," 4,990 "," 133,962 "," 35,359 "," 3,958 "
District - Katni,Rural," 234,239 "," 109,043 "," 30,389 "," 36,163 ", 464 ," 6,841 "," 2,793 "," 57,569 "," 1,778 "," 103,284 "," 15,492 "," 1,432 "
District - Katni,Urban," 54,787 "," 36,610 "," 5,335 "," 40,044 "," 1,715 "," 4,074 "," 1,777 "," 33,733 "," 3,212 "," 30,678 "," 19,867 "," 2,526 "
District - Jabalpur,Total," 515,029 "," 296,870 "," 96,985 "," 285,248 "," 20,443 "," 38,158 "," 19,978 "," 225,299 "," 29,449 "," 271,469 "," 154,678 "," 26,487 "
District - Jabalpur,Rural," 236,023 "," 116,897 "," 28,608 "," 68,101 ", 804 ," 6,382 "," 3,573 "," 65,595 "," 2,014 "," 103,720 "," 27,312 "," 2,878 "
District - Jabalpur,Urban," 279,006 "," 179,973 "," 68,377 "," 217,147 "," 19,639 "," 31,776 "," 16,405 "," 159,704 "," 27,435 "," 167,749 "," 127,366 "," 23,609 "
District - Narsimhapur,Total," 247,616 "," 97,806 "," 22,902 "," 71,602 "," 1,603 "," 8,148 "," 6,998 "," 75,550 "," 8,120 "," 84,570 "," 39,769 "," 4,664 "
District - Narsimhapur,Rural," 204,994 "," 73,193 "," 18,541 "," 44,673 ", 541 ," 5,392 "," 5,206 "," 53,972 "," 4,201 "," 65,871 "," 26,760 "," 2,787 "
District - Narsimhapur,Urban," 42,622 "," 24,613 "," 4,361 "," 26,929 "," 1,062 "," 2,756 "," 1,792 "," 21,578 "," 3,919 "," 18,699 "," 13,009 "," 1,877 "
District - Dindori,Total," 168,999 "," 116,775 "," 25,563 "," 13,765 ", 554 ," 5,893 "," 1,759 "," 22,759 "," 1,438 "," 26,743 "," 7,979 "," 1,291 "
