Name,Type,Total,TapwaterTreated,TapwaterUntreated,CoveredWell,UncoveredWell,Handpump,Tubewell,Spring,River,Tank,Other
District - Kulgam,Total," 69,203 "," 5,662 "," 43,194 ", 501 , 354 ," 3,103 ", 640 ," 1,846 "," 11,749 ", 217 ," 1,937 "
District - Kulgam,Rural," 56,316 "," 4,174 "," 33,300 ", 464 , 337 ," 2,853 ", 539 ," 1,733 "," 10,933 ", 201 ," 1,782 "
District - Kulgam,Urban," 12,887 "," 1,488 "," 9,894 ", 37 , 17 , 250 , 101 , 113 , 816 , 16 , 155 
District - Doda,Total," 78,620 "," 14,626 "," 51,376 "," 1,654 "," 2,915 ", 142 , 60 ," 4,545 ", 978 , 261 ," 2,063 "
District - Doda,Rural," 72,580 "," 11,111 "," 49,108 "," 1,627 "," 2,911 ", 126 , 60 ," 4,480 ", 963 , 259 ," 1,935 "
District - Doda,Urban," 6,040 "," 3,515 "," 2,268 ", 27 , 4 , 16 , -   , 65 , 15 , 2 , 128 
District - Ramban,Total," 54,206 "," 9,891 "," 23,203 ", 988 ," 3,588 ", 228 , 42 ," 12,201 "," 1,867 ", 477 ," 1,721 "
District - Ramban,Rural," 52,261 "," 8,547 "," 22,895 ", 987 ," 3,585 ", 200 , 41 ," 11,972 "," 1,866 ", 468 ," 1,700 "
District - Ramban,Urban," 1,945 "," 1,344 ", 308 , 1 , 3 , 28 , 1 , 229 , 1 , 9 , 21 
District - Kishtwar,Total," 44,517 "," 9,697 "," 24,583 ", 361 , 930 , 215 , 82 ," 2,412 "," 3,918 ", 140 ," 2,179 "
District - Kishtwar,Rural," 41,968 "," 7,425 "," 24,355 ", 358 , 930 , 215 , 82 ," 2,409 "," 3,918 ", 140 ," 2,136 "
District - Kishtwar,Urban," 2,549 "," 2,272 ", 228 , 3 , -   , -   , -   , 3 , -   , -   , 43 
District - Udhampur,Total," 93,562 "," 33,884 "," 13,912 "," 1,740 "," 9,401 "," 4,576 ", 166 ," 21,428 "," 1,825 ", 782 ," 5,848 "
District - Udhampur,Rural," 77,104 "," 20,505 "," 13,302 "," 1,550 "," 9,098 "," 3,767 ", 153 ," 20,797 "," 1,788 ", 719 ," 5,425 "
District - Udhampur,Urban," 16,458 "," 13,379 ", 610 , 190 , 303 , 809 , 13 , 631 , 37 , 63 , 423 
District - Reasi,Total," 54,792 "," 15,638 "," 18,228 ", 815 ," 4,765 "," 1,254 ", 25 ," 8,665 ", 809 , 830 ," 3,763 "
District - Reasi,Rural," 49,914 "," 11,671 "," 17,544 ", 811 ," 4,758 "," 1,198 ", 25 ," 8,596 ", 800 , 821 ," 3,690 "
District - Reasi,Urban," 4,878 "," 3,967 ", 684 , 4 , 7 , 56 , -   , 69 , 9 , 9 , 73 
District - Jammu,Total," 302,016 "," 158,406 "," 10,287 "," 1,593 "," 6,884 "," 109,022 "," 8,076 "," 1,716 ", 671 ," 1,681 "," 3,680 "
District - Jammu,Rural," 155,851 "," 40,765 "," 5,566 "," 1,281 "," 6,778 "," 91,726 "," 3,810 "," 1,691 ", 632 ," 1,082 "," 2,520 "
District - Jammu,Urban," 146,165 "," 117,641 "," 4,721 ", 312 , 106 ," 17,296 "," 4,266 ", 25 , 39 , 599 ," 1,160 "
District - Samba,Total," 62,817 "," 26,319 "," 5,742 ", 332 ," 3,488 "," 23,429 "," 2,009 ", 142 , 204 , 620 , 532 
District - Samba,Rural," 53,197 "," 20,198 "," 4,308 ", 308 ," 3,487 "," 21,814 "," 1,620 ", 141 , 199 , 611 , 511 
District - Samba,Urban," 9,620 "," 6,121 "," 1,434 ", 24 , 1 ," 1,615 ", 389 , 1 , 5 , 9 , 21 
District - Garhwa,Total," 254,710 "," 5,700 "," 3,862 "," 1,548 "," 58,397 "," 178,439 "," 2,359 ", 339 ," 3,129 ", 227 , 710 
District - Garhwa,Rural," 241,497 "," 3,496 "," 3,566 "," 1,279 "," 57,596 "," 171,122 ", 280 , 338 ," 2,997 ", 219 , 604 
District - Garhwa,Urban," 13,213 "," 2,204 ", 296 , 269 , 801 ," 7,317 "," 2,079 ", 1 , 132 , 8 , 106 
District - Chatra,Total," 180,912 "," 4,698 "," 2,368 "," 4,768 "," 79,816 "," 84,622 ", 930 , 358 ," 2,487 ", 65 , 800 
District - Chatra,Rural," 170,239 "," 2,285 "," 2,018 "," 4,433 "," 78,342 "," 78,895 ", 623 , 357 ," 2,487 ", 61 , 738 
District - Chatra,Urban," 10,673 "," 2,413 ", 350 , 335 ," 1,474 "," 5,727 ", 307 , 1 , -   , 4 , 62 
District - Kodarma,Total," 114,060 "," 3,848 "," 1,933 "," 7,688 "," 61,855 "," 34,725 "," 2,072 ", 57 ," 1,276 ", 10 , 596 
District - Kodarma,Rural," 90,207 "," 1,882 ", 984 ," 6,163 "," 50,916 "," 28,240 ", 403 , 54 ," 1,276 ", 7 , 282 
District - Kodarma,Urban," 23,853 "," 1,966 ", 949 ," 1,525 "," 10,939 "," 6,485 "," 1,669 ", 3 , -   , 3 , 314 
District - Giridih,Total," 391,448 "," 12,464 "," 7,652 "," 11,627 "," 258,543 "," 86,077 "," 3,294 ", 994 ," 7,536 ", 378 ," 2,883 "
District - Giridih,Rural," 356,247 "," 3,978 "," 3,947 "," 9,741 "," 246,888 "," 79,465 ", 897 , 983 ," 7,310 ", 364 ," 2,674 "
District - Giridih,Urban," 35,201 "," 8,486 "," 3,705 "," 1,886 "," 11,655 "," 6,612 "," 2,397 ", 11 , 226 , 14 , 209 
District - Deoghar,Total," 260,316 "," 6,471 "," 4,342 "," 4,815 "," 99,127 "," 130,925 "," 9,593 ", 297 ," 3,608 ", 93 ," 1,045 "
District - Deoghar,Rural," 214,896 "," 3,176 "," 3,110 "," 2,633 "," 82,570 "," 116,661 "," 2,445 ", 288 ," 3,596 ", 73 , 344 
District - Deoghar,Urban," 45,420 "," 3,295 "," 1,232 "," 2,182 "," 16,557 "," 14,264 "," 7,148 ", 9 , 12 , 20 , 701 
District - Godda,Total," 251,018 "," 5,128 "," 4,249 "," 3,683 "," 61,679 "," 165,907 "," 2,969 "," 2,560 "," 2,965 ", 345 ," 1,533 "
District - Godda,Rural," 239,500 "," 3,706 "," 3,729 "," 2,834 "," 58,363 "," 161,578 "," 2,067 "," 2,560 "," 2,895 ", 331 ," 1,437 "
District - Godda,Urban," 11,518 "," 1,422 ", 520 , 849 ," 3,316 "," 4,329 ", 902 , -   , 70 , 14 , 96 
District - Sahibganj,Total," 224,517 "," 5,792 "," 4,257 "," 3,643 "," 55,900 "," 140,089 "," 8,021 "," 3,988 "," 1,584 ", 257 , 986 
District - Sahibganj,Rural," 193,809 "," 3,796 "," 3,345 "," 2,439 "," 50,152 "," 121,521 "," 6,506 "," 3,980 "," 1,291 ", 249 , 530 
District - Sahibganj,Urban," 30,708 "," 1,996 ", 912 ," 1,204 "," 5,748 "," 18,568 "," 1,515 ", 8 , 293 , 8 , 456 
District - Pakur,Total," 180,578 "," 1,837 "," 3,753 "," 2,106 "," 25,425 "," 132,348 "," 7,257 "," 5,719 "," 1,716 ", 145 , 272 
District - Pakur,Rural," 167,362 "," 1,458 "," 1,529 "," 1,841 "," 23,668 "," 125,236 "," 5,812 "," 5,718 "," 1,714 ", 142 , 244 
District - Pakur,Urban," 13,216 ", 379 ," 2,224 ", 265 ," 1,757 "," 7,112 "," 1,445 ", 1 , 2 , 3 , 28 
District - Dhanbad,Total," 499,179 "," 150,970 "," 48,484 "," 8,693 "," 119,821 "," 130,812 "," 22,792 ", 897 ," 5,460 "," 2,154 "," 9,096 "
District - Dhanbad,Rural," 207,157 "," 14,498 "," 7,541 "," 3,806 "," 90,289 "," 80,328 "," 4,135 ", 750 ," 3,536 ", 804 ," 1,470 "
District - Dhanbad,Urban," 292,022 "," 136,472 "," 40,943 "," 4,887 "," 29,532 "," 50,484 "," 18,657 ", 147 ," 1,924 "," 1,350 "," 7,626 "
District - Bokaro,Total," 391,438 "," 87,128 "," 14,669 "," 4,702 "," 126,869 "," 125,121 "," 12,123 "," 2,450 "," 12,782 "," 1,385 "," 4,209 "
District - Bokaro,Rural," 204,021 "," 4,458 "," 3,148 "," 2,805 "," 101,473 "," 74,982 "," 1,915 "," 2,371 "," 9,794 "," 1,133 "," 1,942 "
District - Bokaro,Urban," 187,417 "," 82,670 "," 11,521 "," 1,897 "," 25,396 "," 50,139 "," 10,208 ", 79 ," 2,988 ", 252 ," 2,267 "
District - Lohardaga,Total," 91,302 "," 1,903 ", 779 ," 1,456 "," 44,537 "," 40,035 ", 435 , 908 , 984 , 30 , 235 
District - Lohardaga,Rural," 80,295 ", 803 , 447 ," 1,182 "," 39,066 "," 36,638 ", 122 , 908 , 977 , 29 , 123 
District - Lohardaga,Urban," 11,007 "," 1,100 ", 332 , 274 ," 5,471 "," 3,397 ", 313 , -   , 7 , 1 , 112 
District - Purbi Singhbhum,Total," 469,702 "," 123,254 "," 17,717 "," 5,681 "," 80,169 "," 187,813 "," 42,702 "," 3,999 "," 3,984 ", 808 ," 3,575 "
District - Purbi Singhbhum,Rural," 215,676 "," 5,972 "," 3,578 "," 2,625 "," 64,905 "," 118,484 "," 11,811 "," 3,860 "," 3,469 ", 379 , 593 
District - Purbi Singhbhum,Urban," 254,026 "," 117,282 "," 14,139 "," 3,056 "," 15,264 "," 69,329 "," 30,891 ", 139 , 515 , 429 ," 2,982 "
District - Palamu,Total," 355,515 "," 9,200 "," 7,734 "," 5,173 "," 86,426 "," 235,462 "," 3,755 ", 740 ," 4,192 ", 468 ," 2,365 "
District - Palamu,Rural," 316,135 "," 5,999 "," 6,386 "," 4,598 "," 84,796 "," 206,469 "," 1,441 ", 730 ," 3,823 ", 375 ," 1,518 "
District - Palamu,Urban," 39,380 "," 3,201 "," 1,348 ", 575 ," 1,630 "," 28,993 "," 2,314 ", 10 , 369 , 93 , 847 
District - Latehar,Total," 132,685 "," 2,090 "," 1,705 "," 1,266 "," 50,470 "," 70,024 ", 736 ," 1,842 "," 3,848 ", 176 , 528 
District - Latehar,Rural," 122,902 "," 1,067 "," 1,595 "," 1,073 "," 49,310 "," 63,389 ", 319 ," 1,829 "," 3,670 ", 175 , 475 
District - Latehar,Urban," 9,783 "," 1,023 ", 110 , 193 ," 1,160 "," 6,635 ", 417 , 13 , 178 , 1 , 53 
District - Hazaribagh,Total," 301,227 "," 14,865 "," 6,709 "," 13,808 "," 185,509 "," 67,590 "," 7,197 "," 1,051 "," 3,203 ", 277 ," 1,018 "
District - Hazaribagh,Rural," 252,871 "," 4,088 "," 3,647 "," 10,474 "," 171,242 "," 57,145 "," 1,239 ", 945 ," 3,118 ", 193 , 780 
District - Hazaribagh,Urban," 48,356 "," 10,777 "," 3,062 "," 3,334 "," 14,267 "," 10,445 "," 5,958 ", 106 , 85 , 84 , 238 
District - Ramgarh,Total," 177,197 "," 38,889 "," 6,455 "," 4,001 "," 80,525 "," 37,015 "," 4,175 ", 862 ," 3,393 ", 693 ," 1,189 "
District - Ramgarh,Rural," 97,889 "," 4,395 "," 2,332 "," 1,995 "," 60,371 "," 24,378 ", 940 , 457 ," 2,178 ", 385 , 458 
District - Ramgarh,Urban," 79,308 "," 34,494 "," 4,123 "," 2,006 "," 20,154 "," 12,637 "," 3,235 ", 405 ," 1,215 ", 308 , 731 
District - Dumka,Total," 272,925 "," 6,245 "," 3,939 "," 3,927 "," 71,859 "," 168,491 "," 9,715 "," 3,858 "," 3,271 ", 414 ," 1,206 "
District - Dumka,Rural," 255,926 "," 4,737 "," 3,243 "," 3,089 "," 67,484 "," 161,615 "," 7,380 "," 3,801 "," 3,270 ", 407 , 900 
District - Dumka,Urban," 16,999 "," 1,508 ", 696 , 838 ," 4,375 "," 6,876 "," 2,335 ", 57 , 1 , 7 , 306 
District - Jamtara,Total," 150,103 "," 1,699 "," 1,670 "," 2,339 "," 38,510 "," 97,078 "," 6,404 ", 498 ," 1,405 ", 100 , 400 
District - Jamtara,Rural," 135,540 "," 1,059 "," 1,221 "," 1,646 "," 31,208 "," 92,547 "," 5,576 ", 496 ," 1,400 ", 94 , 293 
District - Jamtara,Urban," 14,563 ", 640 , 449 , 693 ," 7,302 "," 4,531 ", 828 , 2 , 5 , 6 , 107 
District - Ranchi,Total," 556,789 "," 84,884 "," 16,418 "," 17,190 "," 213,369 "," 167,637 "," 44,162 "," 2,336 "," 6,977 ", 606 ," 3,210 "
District - Ranchi,Rural," 322,679 "," 8,695 "," 5,772 "," 6,867 "," 161,505 "," 125,819 "," 3,250 "," 2,039 "," 6,264 ", 444 ," 2,024 "
District - Ranchi,Urban," 234,110 "," 76,189 "," 10,646 "," 10,323 "," 51,864 "," 41,818 "," 40,912 ", 297 , 713 , 162 ," 1,186 "
District - Khunti,Total," 102,654 "," 2,572 "," 1,259 "," 1,513 "," 57,827 "," 31,199 ", 550 ," 1,255 "," 2,774 ", 676 ," 3,029 "
District - Khunti,Rural," 93,762 "," 1,793 "," 1,075 "," 1,078 "," 53,462 "," 28,415 ", 271 ," 1,253 "," 2,771 ", 675 ," 2,969 "
District - Khunti,Urban," 8,892 ", 779 , 184 , 435 ," 4,365 "," 2,784 ", 279 , 2 , 3 , 1 , 60 
District - Gumla,Total," 188,849 "," 4,332 "," 2,899 "," 2,498 "," 121,359 "," 51,922 ", 961 ," 2,601 "," 1,302 ", 61 , 914 
District - Gumla,Rural," 176,770 "," 1,981 "," 2,697 "," 1,631 "," 116,404 "," 48,864 ", 498 ," 2,600 "," 1,301 ", 57 , 737 
District - Gumla,Urban," 12,079 "," 2,351 ", 202 , 867 ," 4,955 "," 3,058 ", 463 , 1 , 1 , 4 , 177 
District - Simdega,Total," 116,606 "," 1,931 "," 1,588 "," 1,120 "," 65,409 "," 43,030 ", 535 , 954 ," 1,071 ", 95 , 873 
District - Simdega,Rural," 108,683 "," 1,281 "," 1,426 ", 840 ," 63,167 "," 38,702 ", 312 , 952 ," 1,070 ", 90 , 843 
District - Simdega,Urban," 7,923 ", 650 , 162 , 280 ," 2,242 "," 4,328 ", 223 , 2 , 1 , 5 , 30 
District - Pashchimi Singhbhum,Total," 299,883 "," 22,118 "," 7,361 "," 2,305 "," 54,151 "," 175,839 "," 7,128 "," 9,208 "," 16,578 "," 1,229 "," 3,966 "
District - Pashchimi Singhbhum,Rural," 256,019 "," 6,355 "," 4,785 "," 1,573 "," 49,857 "," 159,089 "," 4,576 "," 8,809 "," 16,201 ", 944 ," 3,830 "
District - Pashchimi Singhbhum,Urban," 43,864 "," 15,763 "," 2,576 ", 732 ," 4,294 "," 16,750 "," 2,552 ", 399 , 377 , 285 , 136 
District - Saraikela-kharsawan,Total," 217,994 "," 18,481 "," 7,336 "," 2,450 "," 41,678 "," 124,584 "," 14,670 "," 2,663 "," 4,233 ", 387 ," 1,512 "
District - Saraikela-kharsawan,Rural," 165,883 "," 7,249 "," 4,718 "," 1,853 "," 36,850 "," 100,922 "," 6,558 "," 2,637 "," 3,934 ", 356 , 806 
District - Saraikela-kharsawan,Urban," 52,111 "," 11,232 "," 2,618 ", 597 ," 4,828 "," 23,662 "," 8,112 ", 26 , 299 , 31 , 706 
District - Belgaum,Total," 963,825 "," 353,192 "," 167,328 "," 14,474 "," 124,332 "," 75,729 "," 186,601 "," 4,088 "," 24,013 "," 4,006 "," 10,062 "
District - Belgaum,Rural," 708,069 "," 169,071 "," 149,728 "," 7,880 "," 108,655 "," 70,380 "," 167,072 "," 3,114 "," 21,520 "," 3,637 "," 7,012 "
District - Belgaum,Urban," 255,756 "," 184,121 "," 17,600 "," 6,594 "," 15,677 "," 5,349 "," 19,529 ", 974 ," 2,493 ", 369 ," 3,050 "
District - Bagalkot,Total," 355,377 "," 124,175 "," 101,211 "," 2,234 "," 12,682 "," 26,341 "," 73,403 ", 809 ," 9,810 ", 724 ," 3,988 "
District - Bagalkot,Rural," 238,746 "," 54,025 "," 86,880 "," 1,779 "," 11,670 "," 19,088 "," 54,499 ", 376 ," 7,758 ", 553 ," 2,118 "
District - Bagalkot,Urban," 116,631 "," 70,150 "," 14,331 ", 455 ," 1,012 "," 7,253 "," 18,904 ", 433 ," 2,052 ", 171 ," 1,870 "
District - Bijapur,Total," 405,076 "," 128,175 "," 67,143 "," 3,249 "," 50,159 "," 92,148 "," 50,631 ", 976 ," 6,429 "," 1,239 "," 4,927 "
District - Bijapur,Rural," 307,984 "," 57,390 "," 60,183 "," 2,700 "," 47,695 "," 87,762 "," 43,122 ", 786 ," 4,767 ", 765 ," 2,814 "
District - Bijapur,Urban," 97,092 "," 70,785 "," 6,960 ", 549 ," 2,464 "," 4,386 "," 7,509 ", 190 ," 1,662 ", 474 ," 2,113 "
District - Bidar,Total," 313,521 "," 79,881 "," 79,047 "," 9,579 "," 42,806 "," 40,221 "," 53,317 "," 1,571 ", 584 ," 1,226 "," 5,289 "
District - Bidar,Rural," 237,380 "," 48,576 "," 67,920 "," 3,045 "," 28,636 "," 37,849 "," 46,241 ", 883 , 498 , 823 ," 2,909 "
District - Bidar,Urban," 76,141 "," 31,305 "," 11,127 "," 6,534 "," 14,170 "," 2,372 "," 7,076 ", 688 , 86 , 403 ," 2,380 "
District - Raichur,Total," 359,337 "," 138,154 "," 81,395 "," 2,787 "," 16,224 "," 34,236 "," 42,399 "," 6,695 "," 11,289 "," 22,053 "," 4,105 "
District - Raichur,Rural," 264,274 "," 64,354 "," 69,175 "," 2,311 "," 15,721 "," 31,792 "," 39,120 "," 6,555 "," 10,931 "," 21,100 "," 3,215 "
District - Raichur,Urban," 95,063 "," 73,800 "," 12,220 ", 476 , 503 ," 2,444 "," 3,279 ", 140 , 358 , 953 , 890 
District - Koppal,Total," 259,396 "," 91,504 "," 95,399 "," 1,449 "," 5,231 "," 17,406 "," 39,908 ", 228 ," 2,060 "," 4,503 "," 1,708 "
District - Koppal,Rural," 213,217 "," 59,075 "," 87,511 "," 1,374 "," 5,164 "," 15,970 "," 36,212 ", 181 ," 1,881 "," 4,481 "," 1,368 "
District - Koppal,Urban," 46,179 "," 32,429 "," 7,888 ", 75 , 67 ," 1,436 "," 3,696 ", 47 , 179 , 22 , 340 
District - Gadag,Total," 215,602 "," 92,432 "," 64,254 ", 855 ," 4,690 "," 11,253 "," 18,113 ", 424 ," 1,914 "," 19,603 "," 2,064 "
District - Gadag,Rural," 137,799 "," 41,424 "," 45,386 ", 661 ," 3,880 "," 9,470 "," 15,070 ", 247 ," 1,150 "," 19,325 "," 1,186 "
District - Gadag,Urban," 77,803 "," 51,008 "," 18,868 ", 194 , 810 ," 1,783 "," 3,043 ", 177 , 764 , 278 , 878 
District - Dharwad,Total," 372,054 "," 221,760 "," 78,399 "," 1,064 "," 2,403 "," 6,768 "," 33,936 ", 140 ," 2,568 "," 22,327 "," 2,689 "
District - Dharwad,Rural," 157,960 "," 41,653 "," 65,799 ", 429 ," 1,861 "," 4,657 "," 20,701 ", 34 , 102 ," 21,972 ", 752 
District - Dharwad,Urban," 214,094 "," 180,107 "," 12,600 ", 635 , 542 ," 2,111 "," 13,235 ", 106 ," 2,466 ", 355 ," 1,937 "
District - Uttara Kannada,Total," 319,912 "," 55,411 "," 32,380 "," 8,190 "," 185,103 "," 9,589 "," 13,926 "," 4,547 "," 2,818 "," 4,762 "," 3,186 "
District - Uttara Kannada,Rural," 226,803 "," 21,629 "," 27,031 "," 5,006 "," 141,220 "," 7,797 "," 10,650 "," 4,506 "," 1,986 "," 4,559 "," 2,419 "
District - Uttara Kannada,Urban," 93,109 "," 33,782 "," 5,349 "," 3,184 "," 43,883 "," 1,792 "," 3,276 ", 41 , 832 , 203 , 767 
District - Haveri,Total," 325,456 "," 102,302 "," 142,353 "," 2,423 ", 834 ," 8,710 "," 61,867 ", 87 ," 2,445 ", 748 ," 3,687 "
District - Haveri,Rural," 254,181 "," 57,788 "," 127,301 "," 2,041 ", 581 ," 6,885 "," 55,840 ", 46 ," 1,679 ", 228 ," 1,792 "
District - Haveri,Urban," 71,275 "," 44,514 "," 15,052 ", 382 , 253 ," 1,825 "," 6,027 ", 41 , 766 , 520 ," 1,895 "
District - Bellary,Total," 481,704 "," 228,709 "," 159,726 "," 1,505 "," 4,739 "," 17,060 "," 53,592 "," 2,431 "," 5,832 "," 4,356 "," 3,754 "
District - Bellary,Rural," 291,383 "," 70,291 "," 138,332 "," 1,173 "," 4,444 "," 15,272 "," 48,145 "," 2,374 "," 5,543 "," 4,230 "," 1,579 "
District - Bellary,Urban," 190,321 "," 158,418 "," 21,394 ", 332 , 295 ," 1,788 "," 5,447 ", 57 , 289 , 126 ," 2,175 "
District - Chitradurga,Total," 354,143 "," 109,294 "," 122,834 "," 3,774 "," 1,341 "," 23,526 "," 88,921 ", 299 , 545 ," 1,250 "," 2,359 "
District - Chitradurga,Rural," 282,019 "," 59,019 "," 111,482 "," 3,554 "," 1,272 "," 22,127 "," 81,900 ", 212 , 187 , 400 ," 1,866 "
District - Chitradurga,Urban," 72,124 "," 50,275 "," 11,352 ", 220 , 69 ," 1,399 "," 7,021 ", 87 , 358 , 850 , 493 
District - Davanagere,Total," 404,840 "," 157,378 "," 124,808 "," 2,870 "," 3,072 "," 16,896 "," 92,179 ", 305 ," 4,433 ", 529 ," 2,370 "
District - Davanagere,Rural," 272,929 "," 56,761 "," 113,386 "," 2,482 "," 2,957 "," 16,090 "," 77,675 ", 153 ," 1,353 ", 398 ," 1,674 "
District - Davanagere,Urban," 131,911 "," 100,617 "," 11,422 ", 388 , 115 , 806 ," 14,504 ", 152 ," 3,080 ", 131 , 696 
District - Shimoga,Total," 402,139 "," 174,223 "," 88,278 "," 4,015 "," 79,835 "," 6,842 "," 36,589 "," 3,548 "," 2,161 "," 3,762 "," 2,886 "
District - Shimoga,Rural," 257,060 "," 54,713 "," 78,046 "," 1,811 "," 72,676 "," 6,189 "," 32,767 "," 3,081 "," 1,854 "," 3,542 "," 2,381 "
District - Shimoga,Urban," 145,079 "," 119,510 "," 10,232 "," 2,204 "," 7,159 ", 653 ," 3,822 ", 467 , 307 , 220 , 505 
District - Udupi,Total," 246,313 "," 28,751 "," 16,986 "," 14,810 "," 166,257 "," 2,899 "," 9,990 ", 462 ," 1,072 "," 2,023 "," 3,063 "
District - Udupi,Rural," 174,548 "," 11,746 "," 13,185 "," 8,661 "," 126,387 "," 1,710 "," 7,034 ", 443 ," 1,036 "," 1,991 "," 2,355 "
District - Udupi,Urban," 71,765 "," 17,005 "," 3,801 "," 6,149 "," 39,870 "," 1,189 "," 2,956 ", 19 , 36 , 32 , 708 
District - Chikmagalur,Total," 272,173 "," 85,114 "," 100,900 "," 2,513 "," 21,964 "," 10,670 "," 35,987 "," 4,438 "," 5,006 "," 3,607 "," 1,974 "
District - Chikmagalur,Rural," 215,334 "," 49,189 "," 86,214 "," 2,233 "," 21,305 "," 9,999 "," 31,927 "," 4,391 "," 4,943 "," 3,569 "," 1,564 "
District - Chikmagalur,Urban," 56,839 "," 35,925 "," 14,686 ", 280 , 659 , 671 ," 4,060 ", 47 , 63 , 38 , 410 
District - Tumkur,Total," 636,394 "," 159,314 "," 266,055 "," 5,136 "," 5,715 "," 40,196 "," 152,051 ", 346 , 360 , 518 ," 6,703 "
District - Tumkur,Rural," 495,885 "," 68,176 "," 236,083 "," 4,474 "," 4,397 "," 38,509 "," 140,787 ", 304 , 297 , 408 ," 2,450 "
District - Tumkur,Urban," 140,509 "," 91,138 "," 29,972 ", 662 ," 1,318 "," 1,687 "," 11,264 ", 42 , 63 , 110 ," 4,253 "
District - Bangalore,Total," 2,377,056 "," 1,582,408 "," 297,747 "," 12,548 "," 6,734 "," 11,094 "," 389,833 "," 1,512 "," 2,239 "," 7,720 "," 65,221 "
District - Bangalore,Rural," 207,628 "," 61,696 "," 79,677 ", 806 , 838 ," 1,847 "," 58,011 ", 251 , 64 , 105 ," 4,333 "
District - Bangalore,Urban," 2,169,428 "," 1,520,712 "," 218,070 "," 11,742 "," 5,896 "," 9,247 "," 331,822 "," 1,261 "," 2,175 "," 7,615 "," 60,888 "
District - Mandya,Total," 426,578 "," 176,055 "," 154,772 "," 2,641 "," 5,650 "," 26,044 "," 58,173 ", 353 , 673 , 132 ," 2,085 "
District - Mandya,Rural," 354,049 "," 116,756 "," 149,788 "," 2,353 "," 5,236 "," 25,279 "," 52,335 ", 339 , 369 , 124 ," 1,470 "
District - Mandya,Urban," 72,529 "," 59,299 "," 4,984 ", 288 , 414 , 765 ," 5,838 ", 14 , 304 , 8 , 615 
District - Hassan,Total," 429,292 "," 128,638 "," 143,631 "," 2,701 "," 9,610 "," 37,074 "," 103,177 ", 633 ," 1,165 ", 856 ," 1,807 "
District - Hassan,Rural," 339,911 "," 65,725 "," 127,404 "," 2,576 "," 9,380 "," 36,207 "," 94,643 ", 610 , 928 , 852 ," 1,586 "
District - Hassan,Urban," 89,381 "," 62,913 "," 16,227 ", 125 , 230 , 867 ," 8,534 ", 23 , 237 , 4 , 221 
District - Dakshina Kannada,Total," 425,291 "," 135,616 "," 50,147 "," 10,472 "," 172,955 "," 3,103 "," 34,891 "," 2,291 "," 1,988 "," 8,529 "," 5,299 "
District - Dakshina Kannada,Rural," 220,806 "," 27,809 "," 28,909 "," 4,090 "," 118,545 "," 1,803 "," 23,162 "," 2,065 "," 1,799 "," 8,236 "," 4,388 "
District - Dakshina Kannada,Urban," 204,485 "," 107,807 "," 21,238 "," 6,382 "," 54,410 "," 1,300 "," 11,729 ", 226 , 189 , 293 , 911 
District - Kodagu,Total," 138,303 "," 45,107 "," 21,617 "," 7,594 "," 38,445 "," 3,437 "," 13,535 "," 2,188 "," 2,943 "," 2,450 ", 987 
District - Kodagu,Rural," 118,509 "," 31,097 "," 19,931 "," 6,504 "," 36,819 "," 3,142 "," 12,621 "," 2,138 "," 2,882 "," 2,404 ", 971 
District - Kodagu,Urban," 19,794 "," 14,010 "," 1,686 "," 1,090 "," 1,626 ", 295 , 914 , 50 , 61 , 46 , 16 
District - Mysore,Total," 688,422 "," 424,907 "," 142,537 "," 1,474 "," 7,698 "," 45,607 "," 56,899 ", 607 ," 3,666 ", 891 ," 4,136 "
District - Mysore,Rural," 401,655 "," 168,466 "," 128,228 "," 1,321 "," 7,438 "," 43,199 "," 46,835 ", 414 ," 2,452 ", 480 ," 2,822 "
District - Mysore,Urban," 286,767 "," 256,441 "," 14,309 ", 153 , 260 ," 2,408 "," 10,064 ", 193 ," 1,214 ", 411 ," 1,314 "
District - Chamrajnagar,Total," 244,198 "," 79,316 "," 76,198 "," 3,117 "," 7,018 "," 30,416 "," 44,366 ", 363 , 994 , 188 ," 2,222 "
District - Chamrajnagar,Rural," 203,748 "," 49,131 "," 70,415 "," 2,970 "," 6,853 "," 29,839 "," 41,273 ", 337 , 919 , 177 ," 1,834 "
District - Chamrajnagar,Urban," 40,450 "," 30,185 "," 5,783 ", 147 , 165 , 577 ," 3,093 ", 26 , 75 , 11 , 388 
District - Gulbarga,Total," 465,245 "," 166,153 "," 98,197 "," 3,197 "," 46,557 "," 70,038 "," 68,364 "," 1,526 "," 6,730 ", 532 ," 3,951 "
District - Gulbarga,Rural," 311,531 "," 69,984 "," 74,794 "," 2,568 "," 44,900 "," 62,477 "," 47,300 "," 1,141 "," 5,848 ", 345 ," 2,174 "
District - Gulbarga,Urban," 153,714 "," 96,169 "," 23,403 ", 629 ," 1,657 "," 7,561 "," 21,064 ", 385 , 882 , 187 ," 1,777 "
District - Yadgir,Total," 200,424 "," 49,385 "," 44,961 "," 1,580 "," 22,321 "," 50,091 "," 24,386 ", 857 ," 3,397 "," 1,431 "," 2,015 "
District - Yadgir,Rural," 161,665 "," 29,352 "," 37,625 "," 1,408 "," 20,816 "," 45,796 "," 19,567 ", 750 ," 3,297 "," 1,342 "," 1,712 "
