Name,Type,Total,Electricity,Kerosene,Solar,OtherOil,Other,None
District - Sheohar,Total," 	148,889 "," 	10,004 "," 	137,258 ", 	848 , 	305 , 	443 , 	31 
District - Sheohar,Rural," 	143,121 "," 	8,247 "," 	133,282 ", 	833 , 	294 , 	439 , 	26 
District - Sheohar,Urban," 	5,768 "," 	1,757 "," 	3,976 ", 	15 , 	11 , 	4 , 	5 
District - Sitamarhi,Total," 	733,083 "," 	66,263 "," 	659,192 "," 	3,050 "," 	1,977 "," 	2,265 ", 	336 
District - Sitamarhi,Rural," 	696,184 "," 	48,168 "," 	640,822 "," 	2,976 "," 	1,929 "," 	1,988 ", 	301 
District - Sitamarhi,Urban," 	36,899 "," 	18,095 "," 	18,370 ", 	74 , 	48 , 	277 , 	35 
District - Madhubani,Total," 	901,539 "," 	113,281 "," 	778,444 "," 	4,097 "," 	1,455 "," 	3,643 ", 	619 
District - Madhubani,Rural," 	871,575 "," 	97,915 "," 	764,245 "," 	4,025 "," 	1,360 "," 	3,453 ", 	577 
District - Madhubani,Urban," 	29,964 "," 	15,366 "," 	14,199 ", 	72 , 	95 , 	190 , 	42 
District - Supaul,Total," 	440,804 "," 	51,028 "," 	386,377 "," 	1,866 ", 	395 , 	949 , 	189 
District - Supaul,Rural," 	420,420 "," 	40,417 "," 	376,667 "," 	1,857 ", 	392 , 	928 , 	159 
District - Supaul,Urban," 	20,384 "," 	10,611 "," 	9,710 ", 	9 , 	3 , 	21 , 	30 
District - Araria,Total," 	561,455 "," 	43,290 "," 	514,367 "," 	1,412 "," 	1,394 ", 	755 , 	237 
District - Araria,Rural," 	529,611 "," 	24,896 "," 	501,133 "," 	1,355 "," 	1,340 ", 	705 , 	182 
District - Araria,Urban," 	31,844 "," 	18,394 "," 	13,234 ", 	57 , 	54 , 	50 , 	55 
District - Kishanganj,Total," 	335,711 "," 	58,718 "," 	274,973 ", 	707 , 	887 , 	326 , 	100 
District - Kishanganj,Rural," 	304,695 "," 	42,540 "," 	260,263 ", 	687 , 	858 , 	299 , 	48 
District - Kishanganj,Urban," 	31,016 "," 	16,178 "," 	14,710 ", 	20 , 	29 , 	27 , 	52 
District - Purnia,Total," 	640,713 "," 	86,058 "," 	549,898 "," 	1,469 "," 	1,998 ", 	907 , 	383 
District - Purnia,Rural," 	576,602 "," 	46,434 "," 	525,815 "," 	1,344 "," 	1,869 ", 	808 , 	332 
District - Purnia,Urban," 	64,111 "," 	39,624 "," 	24,083 ", 	125 , 	129 , 	99 , 	51 
District - Katihar,Total," 	617,063 "," 	60,900 "," 	550,660 "," 	1,670 "," 	1,430 "," 	2,142 ", 	261 
District - Katihar,Rural," 	563,679 "," 	26,605 "," 	532,056 "," 	1,590 "," 	1,209 "," 	2,063 ", 	156 
District - Katihar,Urban," 	53,384 "," 	34,295 "," 	18,604 ", 	80 , 	221 , 	79 , 	105 
District - Madhepura,Total," 	401,001 "," 	23,236 "," 	374,908 "," 	1,197 "," 	1,062 ", 	547 , 	51 
District - Madhepura,Rural," 	383,792 "," 	15,213 "," 	365,829 "," 	1,166 "," 	1,022 ", 	515 , 	47 
District - Madhepura,Urban," 	17,209 "," 	8,023 "," 	9,079 ", 	31 , 	40 , 	32 , 	4 
District - Saharsa,Total," 	368,212 "," 	41,342 "," 	323,952 "," 	1,279 ", 	852 , 	573 , 	214 
District - Saharsa,Rural," 	339,776 "," 	23,124 "," 	314,109 "," 	1,210 ", 	710 , 	493 , 	130 
District - Saharsa,Urban," 	28,436 "," 	18,218 "," 	9,843 ", 	69 , 	142 , 	80 , 	84 
District - Darbhanga,Total," 	805,786 "," 	127,442 "," 	668,602 "," 	3,342 "," 	2,616 "," 	3,053 ", 	731 
District - Darbhanga,Rural," 	732,270 "," 	80,522 "," 	642,931 "," 	3,164 "," 	2,327 "," 	2,847 ", 	479 
District - Darbhanga,Urban," 	73,516 "," 	46,920 "," 	25,671 ", 	178 , 	289 , 	206 , 	252 
District - Muzaffarpur,Total," 	947,863 "," 	180,651 "," 	759,131 "," 	3,178 "," 	2,074 "," 	1,996 ", 	833 
District - Muzaffarpur,Rural," 	859,579 "," 	113,838 "," 	738,509 "," 	2,895 "," 	1,819 "," 	1,829 ", 	689 
District - Muzaffarpur,Urban," 	88,284 "," 	66,813 "," 	20,622 ", 	283 , 	255 , 	167 , 	144 
District - Gopalganj,Total," 	421,727 "," 	69,375 "," 	347,573 "," 	2,144 "," 	1,342 ", 	924 , 	369 
District - Gopalganj,Rural," 	396,391 "," 	57,322 "," 	334,493 "," 	2,109 "," 	1,289 ", 	854 , 	324 
District - Gopalganj,Urban," 	25,336 "," 	12,053 "," 	13,080 ", 	35 , 	53 , 	70 , 	45 
District - Siwan,Total," 	544,879 "," 	52,935 "," 	484,677 "," 	3,382 "," 	2,368 "," 	1,152 ", 	365 
District - Siwan,Rural," 	516,701 "," 	36,012 "," 	473,833 "," 	3,311 "," 	2,222 ", 	998 , 	325 
District - Siwan,Urban," 	28,178 "," 	16,923 "," 	10,844 ", 	71 , 	146 , 	154 , 	40 
District - Saran (chhapra),Total," 	641,742 "," 	94,787 "," 	538,801 "," 	3,695 "," 	2,249 "," 	1,509 ", 	701 
District - Saran (chhapra),Rural," 	585,844 "," 	61,892 "," 	516,239 "," 	3,593 "," 	2,102 "," 	1,415 ", 	603 
District - Saran (chhapra),Urban," 	55,898 "," 	32,895 "," 	22,562 ", 	102 , 	147 , 	94 , 	98 
District - Vaishali,Total," 	632,626 "," 	70,001 "," 	555,612 "," 	2,630 "," 	1,640 "," 	2,011 ", 	732 
District - Vaishali,Rural," 	595,165 "," 	50,840 "," 	538,001 "," 	2,512 "," 	1,544 "," 	1,775 ", 	493 
District - Vaishali,Urban," 	37,461 "," 	19,161 "," 	17,611 ", 	118 , 	96 , 	236 , 	239 
District - Samastipur,Total," 	850,353 "," 	88,021 "," 	754,639 "," 	2,974 "," 	2,115 "," 	2,196 ", 	408 
District - Samastipur,Rural," 	822,111 "," 	70,494 "," 	744,281 "," 	2,881 "," 	2,062 "," 	2,009 ", 	384 
District - Samastipur,Urban," 	28,242 "," 	17,527 "," 	10,358 ", 	93 , 	53 , 	187 , 	24 
District - Begusarai,Total," 	596,110 "," 	120,373 "," 	470,680 "," 	1,985 "," 	1,353 "," 	1,313 ", 	406 
District - Begusarai,Rural," 	488,062 "," 	61,676 "," 	422,153 "," 	1,815 "," 	1,211 ", 	981 , 	226 
District - Begusarai,Urban," 	108,048 "," 	58,697 "," 	48,527 ", 	170 , 	142 , 	332 , 	180 
District - Khagaria,Total," 	327,701 "," 	40,641 "," 	284,722 "," 	1,111 ", 	643 , 	528 , 	56 
District - Khagaria,Rural," 	312,199 "," 	32,153 "," 	277,783 "," 	1,083 ", 	635 , 	492 , 	53 
District - Khagaria,Urban," 	15,502 "," 	8,488 "," 	6,939 ", 	28 , 	8 , 	36 , 	3 
District - Bhagalpur,Total," 	563,306 "," 	174,534 "," 	381,082 "," 	2,642 "," 	2,330 "," 	1,947 ", 	771 
District - Bhagalpur,Rural," 	458,960 "," 	103,017 "," 	349,845 "," 	2,267 "," 	1,731 "," 	1,466 ", 	634 
District - Bhagalpur,Urban," 	104,346 "," 	71,517 "," 	31,237 ", 	375 , 	599 , 	481 , 	137 
District - Banka,Total," 	380,013 "," 	62,359 "," 	312,859 "," 	2,126 "," 	1,319 "," 	1,182 ", 	168 
District - Banka,Rural," 	366,656 "," 	56,187 "," 	305,807 "," 	2,095 "," 	1,289 "," 	1,113 ", 	165 
District - Banka,Urban," 	13,357 "," 	6,172 "," 	7,052 ", 	31 , 	30 , 	69 , 	3 
District - Munger,Total," 	263,749 "," 	90,461 "," 	170,124 "," 	1,015 ", 	989 , 	794 , 	366 
District - Munger,Rural," 	193,801 "," 	41,941 "," 	149,504 ", 	885 , 	691 , 	649 , 	131 
District - Munger,Urban," 	69,948 "," 	48,520 "," 	20,620 ", 	130 , 	298 , 	145 , 	235 
District - Lakhisarai,Total," 	164,430 "," 	44,491 "," 	117,551 "," 	1,555 ", 	246 , 	450 , 	137 
District - Lakhisarai,Rural," 	140,728 "," 	29,250 "," 	109,313 "," 	1,495 ", 	185 , 	377 , 	108 
District - Lakhisarai,Urban," 	23,702 "," 	15,241 "," 	8,238 ", 	60 , 	61 , 	73 , 	29 
District - Sheikhpura,Total," 	103,748 "," 	20,065 "," 	81,838 "," 	1,020 ", 	478 , 	292 , 	55 
District - Sheikhpura,Rural," 	86,465 "," 	9,831 "," 	74,916 ", 	986 , 	441 , 	251 , 	40 
District - Sheikhpura,Urban," 	17,283 "," 	10,234 "," 	6,922 ", 	34 , 	37 , 	41 , 	15 
District - Nalanda,Total," 	487,322 "," 	101,378 "," 	375,684 "," 	6,267 "," 	1,542 "," 	1,714 ", 	737 
District - Nalanda,Rural," 	411,602 "," 	49,039 "," 	353,477 "," 	5,943 "," 	1,216 "," 	1,531 ", 	396 
District - Nalanda,Urban," 	75,720 "," 	52,339 "," 	22,207 ", 	324 , 	326 , 	183 , 	341 
District - Patna,Total," 	957,441 "," 	546,859 "," 	400,713 "," 	4,188 "," 	2,253 "," 	2,182 "," 	1,246 "
District - Patna,Rural," 	544,392 "," 	173,979 "," 	363,530 "," 	3,371 "," 	1,565 "," 	1,369 ", 	578 
District - Patna,Urban," 	413,049 "," 	372,880 "," 	37,183 ", 	817 , 	688 , 	813 , 	668 
District - Bhojpur,Total," 	415,555 "," 	62,153 "," 	342,369 "," 	7,202 "," 	1,550 "," 	1,708 ", 	573 
District - Bhojpur,Rural," 	357,782 "," 	24,311 "," 	323,095 "," 	7,025 "," 	1,366 "," 	1,505 ", 	480 
District - Bhojpur,Urban," 	57,773 "," 	37,842 "," 	19,274 ", 	177 , 	184 , 	203 , 	93 
District - Buxar,Total," 	262,398 "," 	46,760 "," 	210,396 "," 	2,960 "," 	1,237 ", 	707 , 	338 
District - Buxar,Rural," 	236,453 "," 	28,507 "," 	202,895 "," 	2,910 "," 	1,176 ", 	654 , 	311 
District - Buxar,Urban," 	25,945 "," 	18,253 "," 	7,501 ", 	50 , 	61 , 	53 , 	27 
District - Kaimur (bhabua),Total," 	245,048 "," 	52,899 "," 	188,682 "," 	1,129 "," 	1,171 ", 	831 , 	336 
District - Kaimur (bhabua),Rural," 	235,155 "," 	45,272 "," 	186,478 "," 	1,112 "," 	1,163 ", 	808 , 	322 
District - Kaimur (bhabua),Urban," 	9,893 "," 	7,627 "," 	2,204 ", 	17 , 	8 , 	23 , 	14 
District - Rohtas,Total," 	455,878 "," 	114,893 "," 	334,537 "," 	2,762 "," 	1,478 "," 	1,764 ", 	444 
District - Rohtas,Rural," 	387,316 "," 	70,402 "," 	311,170 "," 	2,622 "," 	1,253 "," 	1,572 ", 	297 
District - Rohtas,Urban," 	68,562 "," 	44,491 "," 	23,367 ", 	140 , 	225 , 	192 , 	147 
District - Aurangabad,Total," 	387,122 "," 	44,456 "," 	333,531 "," 	6,291 "," 	1,686 ", 	787 , 	371 
District - Aurangabad,Rural," 	351,828 "," 	24,928 "," 	318,291 "," 	5,958 "," 	1,607 ", 	691 , 	353 
District - Aurangabad,Urban," 	35,294 "," 	19,528 "," 	15,240 ", 	333 , 	79 , 	96 , 	18 
District - Gaya,Total," 	690,505 "," 	112,617 "," 	566,409 "," 	6,515 "," 	2,435 "," 	1,446 "," 	1,083 "
District - Gaya,Rural," 	603,194 "," 	41,494 "," 	551,428 "," 	6,274 "," 	2,195 "," 	1,321 ", 	482 
District - Gaya,Urban," 	87,311 "," 	71,123 "," 	14,981 ", 	241 , 	240 , 	125 , 	601 
District - Nawada,Total," 	346,749 "," 	31,162 "," 	308,039 "," 	5,269 "," 	1,016 "," 	1,055 ", 	208 
District - Nawada,Rural," 	313,669 "," 	12,558 "," 	294,090 "," 	5,066 ", 	932 , 	841 , 	182 
District - Nawada,Urban," 	33,080 "," 	18,604 "," 	13,949 ", 	203 , 	84 , 	214 , 	26 
District - Jamui,Total," 	308,291 "," 	32,633 "," 	270,973 "," 	2,618 "," 	1,058 ", 	674 , 	335 
District - Jamui,Rural," 	283,684 "," 	19,753 "," 	259,579 "," 	2,558 ", 	913 , 	575 , 	306 
District - Jamui,Urban," 	24,607 "," 	12,880 "," 	11,394 ", 	60 , 	145 , 	99 , 	29 
District - Jehanabad,Total," 	181,646 "," 	27,641 "," 	150,447 "," 	1,940 ", 	877 , 	622 , 	119 
District - Jehanabad,Rural," 	159,632 "," 	12,845 "," 	143,688 "," 	1,846 ", 	718 , 	424 , 	111 
District - Jehanabad,Urban," 	22,014 "," 	14,796 "," 	6,759 ", 	94 , 	159 , 	198 , 	8 
District - Arwal,Total," 	117,803 "," 	2,203 "," 	110,761 "," 	4,161 ", 	495 , 	137 , 	46 
District - Arwal,Rural," 	109,546 "," 	1,385 "," 	103,639 "," 	4,005 ", 	373 , 	98 , 	46 
District - Arwal,Urban," 	8,257 ", 	818 ," 	7,122 ", 	156 , 	122 , 	39 , 	-00 
STATE - CHANDIGARH,Total," 	235,061 "," 	231,204 "," 	2,783 ", 	182 , 	130 , 	231 , 	531 
STATE - CHANDIGARH,Rural," 	6,785 "," 	6,603 ", 	162 , 	1 , 	6 , 	6 , 	7 
STATE - CHANDIGARH,Urban," 	228,276 "," 	224,601 "," 	2,621 ", 	181 , 	124 , 	225 , 	524 
District - Chandigarh,Total," 	235,061 "," 	231,204 "," 	2,783 ", 	182 , 	130 , 	231 , 	531 
District - Chandigarh,Rural," 	6,785 "," 	6,603 ", 	162 , 	1 , 	6 , 	6 , 	7 
District - Chandigarh,Urban," 	228,276 "," 	224,601 "," 	2,621 ", 	181 , 	124 , 	225 , 	524 
STATE - DADRA & NAGAR HAVELI,Total," 	73,063 "," 	69,558 "," 	3,208 ", 	20 , 	10 , 	29 , 	238 
STATE - DADRA & NAGAR HAVELI,Rural," 	35,408 "," 	32,452 "," 	2,697 ", 	19 , 	8 , 	24 , 	208 
STATE - DADRA & NAGAR HAVELI,Urban," 	37,655 "," 	37,106 ", 	511 , 	1 , 	2 , 	5 , 	30 
District - Dadra & Nagar Haveli,Total," 	73,063 "," 	69,558 "," 	3,208 ", 	20 , 	10 , 	29 , 	238 
District - Dadra & Nagar Haveli,Rural," 	35,408 "," 	32,452 "," 	2,697 ", 	19 , 	8 , 	24 , 	208 
District - Dadra & Nagar Haveli,Urban," 	37,655 "," 	37,106 ", 	511 , 	1 , 	2 , 	5 , 	30 
STATE - DAMAN & DIU,Total," 	60,381 "," 	59,824 ", 	462 , 	8 , 	7 , 	28 , 	52 
STATE - DAMAN & DIU,Rural," 	12,750 "," 	12,532 ", 	185 , 	4 , 	1 , 	3 , 	25 
STATE - DAMAN & DIU,Urban," 	47,631 "," 	47,292 ", 	277 , 	4 , 	6 , 	25 , 	27 
District - Diu,Total," 	10,689 "," 	10,575 ", 	106 , 	1 , 	3 , 	2 , 	2 
District - Diu,Rural," 	5,410 "," 	5,349 ", 	57 , 	1 , 	1 , 	1 , 	1 
District - Diu,Urban," 	5,279 "," 	5,226 ", 	49 , 	-00 , 	2 , 	1 , 	1 
District - Daman,Total," 	49,692 "," 	49,249 ", 	356 , 	7 , 	4 , 	26 , 	50 
District - Daman,Rural," 	7,340 "," 	7,183 ", 	128 , 	3 , 	-00 , 	2 , 	24 
District - Daman,Urban," 	42,352 "," 	42,066 ", 	228 , 	4 , 	4 , 	24 , 	26 
STATE - NCT OF DELHI,Total," 	3,340,538 "," 	3,310,809 "," 	21,730 "," 	1,621 ", 	904 ," 	3,027 "," 	2,447 "
STATE - NCT OF DELHI,Rural," 	79,115 "," 	77,366 "," 	1,136 ", 	65 , 	133 , 	246 , 	169 
STATE - NCT OF DELHI,Urban," 	3,261,423 "," 	3,233,443 "," 	20,594 "," 	1,556 ", 	771 ," 	2,781 "," 	2,278 "
District - North West,Total," 	730,034 "," 	720,900 "," 	6,705 ", 	393 , 	336 , 	811 , 	889 
District - North West,Rural," 	41,486 "," 	40,327 ", 	821 , 	49 , 	75 , 	68 , 	146 
District - North West,Urban," 	688,548 "," 	680,573 "," 	5,884 ", 	344 , 	261 , 	743 , 	743 
District - North,Total," 	175,890 "," 	174,310 "," 	1,219 ", 	74 , 	38 , 	95 , 	154 
District - North,Rural," 	3,184 "," 	3,155 ", 	25 , 	1 , 	-00 , 	1 , 	2 
District - North,Urban," 	172,706 "," 	171,155 "," 	1,194 ", 	73 , 	38 , 	94 , 	152 
District - North East,Total," 	395,060 "," 	391,951 "," 	1,842 ", 	328 , 	183 , 	475 , 	281 
District - North East,Rural," 	3,720 "," 	3,476 ", 	56 , 	6 , 	45 , 	136 , 	1 
District - North East,Urban," 	391,340 "," 	388,475 "," 	1,786 ", 	322 , 	138 , 	339 , 	280 
District - East,Total," 	354,385 "," 	352,758 "," 	1,180 ", 	24 , 	27 , 	268 , 	128 
District - East,Rural, 	827 , 	825 , 	2 , 	-00 , 	-00 , 	-00 , 	-00 
District - East,Urban," 	353,558 "," 	351,933 "," 	1,178 ", 	24 , 	27 , 	268 , 	128 
District - New Delhi,Total," 	30,385 "," 	30,023 ", 	296 , 	5 , 	5 , 	41 , 	15 
District - New Delhi,Rural, 	-00 , 	-00 , 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
District - New Delhi,Urban," 	30,385 "," 	30,023 ", 	296 , 	5 , 	5 , 	41 , 	15 
District - Central,Total," 	114,587 "," 	113,399 "," 	1,004 ", 	43 , 	12 , 	95 , 	34 
District - Central,Rural, 	-00 , 	-00 , 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
District - Central,Urban," 	114,587 "," 	113,399 "," 	1,004 ", 	43 , 	12 , 	95 , 	34 
District - West,Total," 	523,703 "," 	520,282 "," 	2,469 ", 	381 , 	95 , 	228 , 	248 
District - West,Rural," 	1,151 "," 	1,145 ", 	4 , 	1 , 	-00 , 	1 , 	-00 
District - West,Urban," 	522,552 "," 	519,137 "," 	2,465 ", 	380 , 	95 , 	227 , 	248 
District - South West,Total," 	462,772 "," 	457,784 "," 	3,705 ", 	220 , 	110 , 	620 , 	333 
District - South West,Rural," 	26,493 "," 	26,221 ", 	192 , 	8 , 	12 , 	40 , 	20 
District - South West,Urban," 	436,279 "," 	431,563 "," 	3,513 ", 	212 , 	98 , 	580 , 	313 
District - South,Total," 	553,722 "," 	549,402 "," 	3,310 ", 	153 , 	98 , 	394 , 	365 
District - South,Rural," 	2,254 "," 	2,217 ", 	36 , 	-00 , 	1 , 	-00 , 	-00 
District - South,Urban," 	551,468 "," 	547,185 "," 	3,274 ", 	153 , 	97 , 	394 , 	365 
STATE - GOA,Total," 	322,813 "," 	312,761 "," 	7,797 ", 	576 , 	150 , 	256 ," 	1,273 "
STATE - GOA,Rural," 	124,674 "," 	119,208 "," 	4,287 ", 	269 , 	80 , 	55 , 	775 
STATE - GOA,Urban," 	198,139 "," 	193,553 "," 	3,510 ", 	307 , 	70 , 	201 , 	498 
District - North Goa,Total," 	179,085 "," 	173,951 "," 	4,026 ", 	301 , 	90 , 	128 , 	589 
District - North Goa,Rural," 	71,412 "," 	68,792 "," 	2,116 ", 	101 , 	50 , 	28 , 	325 
District - North Goa,Urban," 	107,673 "," 	105,159 "," 	1,910 ", 	200 , 	40 , 	100 , 	264 
District - South Goa,Total," 	143,728 "," 	138,810 "," 	3,771 ", 	275 , 	60 , 	128 , 	684 
District - South Goa,Rural," 	53,262 "," 	50,416 "," 	2,171 ", 	168 , 	30 , 	27 , 	450 
District - South Goa,Urban," 	90,466 "," 	88,394 "," 	1,600 ", 	107 , 	30 , 	101 , 	234 
STATE - GUJARAT,Total," 	12,181,718 "," 	11,013,214 "," 	983,813 "," 	16,016 "," 	26,155 "," 	25,617 "," 	116,903 "
STATE - GUJARAT,Rural," 	6,765,403 "," 	5,749,271 "," 	869,255 "," 	13,874 "," 	20,963 "," 	19,747 "," 	92,293 "
STATE - GUJARAT,Urban," 	5,416,315 "," 	5,263,943 "," 	114,558 "," 	2,142 "," 	5,192 "," 	5,870 "," 	24,610 "
District - Kachchh,Total," 	444,761 "," 	403,294 "," 	33,451 ", 	387 ," 	1,253 "," 	1,575 "," 	4,801 "
District - Kachchh,Rural," 	285,991 "," 	250,045 "," 	29,719 ", 	339 , 	992 ," 	1,287 "," 	3,609 "
District - Kachchh,Urban," 	158,770 "," 	153,249 "," 	3,732 ", 	48 , 	261 , 	288 ," 	1,192 "
District - Banas Kantha,Total," 	561,128 "," 	396,873 "," 	134,954 ", 	984 ," 	8,097 "," 	3,381 "," 	16,839 "
District - Banas Kantha,Rural," 	479,308 "," 	320,718 "," 	130,629 ", 	955 ," 	7,794 "," 	3,228 "," 	15,984 "
District - Banas Kantha,Urban," 	81,820 "," 	76,155 "," 	4,325 ", 	29 , 	303 , 	153 , 	855 
District - Patan,Total," 	269,174 "," 	223,424 "," 	39,171 ", 	328 ," 	1,805 ", 	873 ," 	3,573 "
District - Patan,Rural," 	210,593 "," 	167,897 "," 	36,684 ", 	317 ," 	1,716 ", 	810 ," 	3,169 "
District - Patan,Urban," 	58,581 "," 	55,527 "," 	2,487 ", 	11 , 	89 , 	63 , 	404 
District - Mahesana,Total," 	425,907 "," 	385,609 "," 	33,247 ", 	255 ," 	1,150 ", 	486 ," 	5,160 "
District - Mahesana,Rural," 	318,040 "," 	282,698 "," 	29,427 ", 	157 ," 	1,032 ", 	406 ," 	4,320 "
District - Mahesana,Urban," 	107,867 "," 	102,911 "," 	3,820 ", 	98 , 	118 , 	80 , 	840 
District - Sabar Kantha,Total," 	478,497 "," 	438,606 "," 	31,474 ", 	263 , 	796 , 	994 ," 	6,364 "
District - Sabar Kantha,Rural," 	404,203 "," 	367,378 "," 	29,550 ", 	199 , 	620 , 	756 ," 	5,700 "
District - Sabar Kantha,Urban," 	74,294 "," 	71,228 "," 	1,924 ", 	64 , 	176 , 	238 , 	664 
District - Gandhinagar,Total," 	287,200 "," 	262,539 "," 	19,542 ", 	162 , 	736 , 	488 ," 	3,733 "
District - Gandhinagar,Rural," 	160,460 "," 	144,168 "," 	13,065 ", 	81 , 	557 , 	298 ," 	2,291 "
District - Gandhinagar,Urban," 	126,740 "," 	118,371 "," 	6,477 ", 	81 , 	179 , 	190 ," 	1,442 "
District - Ahmadabad,Total," 	1,494,656 "," 	1,456,046 "," 	28,771 ", 	624 ," 	1,232 "," 	1,472 "," 	6,511 "
District - Ahmadabad,Rural," 	228,886 "," 	210,869 "," 	14,553 ", 	231 , 	324 , 	690 ," 	2,219 "
District - Ahmadabad,Urban," 	1,265,770 "," 	1,245,177 "," 	14,218 ", 	393 , 	908 , 	782 ," 	4,292 "
District - Surendranagar,Total," 	342,337 "," 	302,068 "," 	32,781 ", 	389 , 	547 ," 	2,001 "," 	4,551 "
District - Surendranagar,Rural," 	241,831 "," 	206,654 "," 	28,528 ", 	357 , 	446 ," 	1,726 "," 	4,120 "
District - Surendranagar,Urban," 	100,506 "," 	95,414 "," 	4,253 ", 	32 , 	101 , 	275 , 	431 
District - Rajkot,Total," 	782,631 "," 	747,352 "," 	28,835 ", 	404 , 	597 ," 	1,463 "," 	3,980 "
District - Rajkot,Rural," 	313,713 "," 	290,296 "," 	20,109 ", 	202 , 	328 , 	799 ," 	1,979 "
District - Rajkot,Urban," 	468,918 "," 	457,056 "," 	8,726 ", 	202 , 	269 , 	664 ," 	2,001 "
District - Jamnagar,Total," 	424,336 "," 	386,538 "," 	29,424 ", 	754 , 	668 ," 	1,653 "," 	5,299 "
District - Jamnagar,Rural," 	230,295 "," 	199,065 "," 	25,323 ", 	565 , 	486 , 	865 ," 	3,991 "
District - Jamnagar,Urban," 	194,041 "," 	187,473 "," 	4,101 ", 	189 , 	182 , 	788 ," 	1,308 "
District - Porbandar,Total," 	124,769 "," 	117,040 "," 	6,458 ", 	423 , 	157 , 	216 , 	475 
District - Porbandar,Rural," 	63,553 "," 	57,397 "," 	5,104 ", 	406 , 	115 , 	173 , 	358 
District - Porbandar,Urban," 	61,216 "," 	59,643 "," 	1,354 ", 	17 , 	42 , 	43 , 	117 
District - Junagadh,Total," 	526,674 "," 	498,326 "," 	23,826 ", 	630 , 	538 , 	649 ," 	2,705 "
District - Junagadh,Rural," 	346,939 "," 	322,584 "," 	20,784 ", 	540 , 	419 , 	491 ," 	2,121 "
District - Junagadh,Urban," 	179,735 "," 	175,742 "," 	3,042 ", 	90 , 	119 , 	158 , 	584 
District - Amreli,Total," 	294,071 "," 	273,331 "," 	15,710 ", 	348 , 	305 ," 	1,063 "," 	3,314 "
District - Amreli,Rural," 	218,891 "," 	200,799 "," 	13,798 ", 	320 , 	208 , 	967 ," 	2,799 "
District - Amreli,Urban," 	75,180 "," 	72,532 "," 	1,912 ", 	28 , 	97 , 	96 , 	515 
District - Bhavnagar,Total," 	542,464 "," 	500,757 "," 	33,370 ", 	418 ," 	1,215 "," 	1,689 "," 	5,015 "
District - Bhavnagar,Rural," 	303,727 "," 	271,671 "," 	27,217 ", 	296 , 	384 , 	967 ," 	3,192 "
District - Bhavnagar,Urban," 	238,737 "," 	229,086 "," 	6,153 ", 	122 , 	831 , 	722 ," 	1,823 "
District - Anand,Total," 	427,164 "," 	378,310 "," 	40,987 ", 	290 , 	798 , 	516 ," 	6,263 "
District - Anand,Rural," 	297,069 "," 	256,461 "," 	34,291 ", 	166 , 	575 , 	414 ," 	5,162 "
District - Anand,Urban," 	130,095 "," 	121,849 "," 	6,696 ", 	124 , 	223 , 	102 ," 	1,101 "
District - Kheda,Total," 	462,134 "," 	372,226 "," 	78,878 ", 	405 ," 	1,136 "," 	1,263 "," 	8,226 "
District - Kheda,Rural," 	358,132 "," 	276,187 "," 	72,191 ", 	344 , 	980 ," 	1,179 "," 	7,251 "
District - Kheda,Urban," 	104,002 "," 	96,039 "," 	6,687 ", 	61 , 	156 , 	84 , 	975 
District - Panch Mahals,Total," 	446,746 "," 	398,937 "," 	42,327 ", 	608 , 	378 , 	516 ," 	3,980 "
District - Panch Mahals,Rural," 	378,617 "," 	333,520 "," 	40,081 ", 	589 , 	331 , 	487 ," 	3,609 "
District - Panch Mahals,Urban," 	68,129 "," 	65,417 "," 	2,246 ", 	19 , 	47 , 	29 , 	371 
District - Dohad,Total," 	329,872 "," 	241,117 "," 	81,456 ", 	577 , 	918 , 	451 ," 	5,353 "
District - Dohad,Rural," 	294,997 "," 	209,440 "," 	78,555 ", 	551 , 	891 , 	439 ," 	5,121 "
District - Dohad,Urban," 	34,875 "," 	31,677 "," 	2,901 ", 	26 , 	27 , 	12 , 	232 
District - Vadodara,Total," 	880,121 "," 	798,277 "," 	68,015 "," 	2,566 "," 	1,319 "," 	1,147 "," 	8,797 "
District - Vadodara,Rural," 	418,851 "," 	348,321 "," 	59,749 "," 	2,465 ", 	922 , 	907 ," 	6,487 "
District - Vadodara,Urban," 	461,270 "," 	449,956 "," 	8,266 ", 	101 , 	397 , 	240 ," 	2,310 "
District - Narmada,Total," 	122,039 "," 	101,940 "," 	14,610 "," 	3,915 ", 	141 , 	349 ," 	1,084 "
District - Narmada,Rural," 	109,005 "," 	89,749 "," 	13,966 "," 	3,911 ", 	110 , 	342 , 	927 
District - Narmada,Urban," 	13,034 "," 	12,191 ", 	644 , 	4 , 	31 , 	7 , 	157 
District - Bharuch,Total," 	335,098 "," 	309,091 "," 	22,294 ", 	227 , 	576 ," 	1,133 "," 	1,777 "
District - Bharuch,Rural," 	217,028 "," 	194,063 "," 	20,101 ", 	201 , 	407 ," 	1,031 "," 	1,225 "
District - Bharuch,Urban," 	118,070 "," 	115,028 "," 	2,193 ", 	26 , 	169 , 	102 , 	552 
District - The Dangs,Total," 	48,448 "," 	29,794 "," 	17,904 ", 	86 , 	97 , 	38 , 	529 
District - The Dangs,Rural," 	43,842 "," 	25,723 "," 	17,456 ", 	84 , 	88 , 	15 , 	476 
